filename,predicted_class,label,class_0_prob,class_1_prob,class_2_prob,var_x,var_y,var_z,linearity,planarity,anisotropy,ex,ey,ez,bbox_maxmin,bbox_midmin,axis_bending,num_boundaries,genus,is_hollow
table_006_02.obj,2,2,0.0009,0.0007,0.9984,0.6137,0.2086,0.1777,0.3863,0.1777,3.453,0.0555,0.1038,0.0555,1.8692,1.0,0.4095,0.0,0.0,0.0
table_006_03.obj,2,2,0.0009,0.0007,0.9984,0.6137,0.2086,0.1777,0.3863,0.1777,3.453,0.0555,0.1038,0.0555,1.8692,1.0,0.3964,0.0,0.0,0.0
table_006_04.obj,2,2,0.0009,0.0007,0.9984,0.6137,0.2086,0.1777,0.3863,0.1777,3.453,0.0555,0.1038,0.0555,1.8692,1.0,0.4095,0.0,0.0,0.0
table_006_05.obj,2,2,0.001,0.0006,0.9984,0.6137,0.2086,0.1777,0.3863,0.1777,3.453,0.0555,0.1038,0.0555,1.8692,1.0,0.4528,0.0,0.0,0.0
table_006_06.obj,0,0,0.8291,0.1701,0.0008,0.9642,0.0286,0.0072,0.0358,0.0072,133.3489,0.5433,0.0935,0.047,11.5477,1.9874,0.5253,0.0,0.0,0.0
table_006_07.obj,1,1,0.0607,0.8741,0.0652,0.8478,0.1232,0.029,0.1522,0.029,29.2255,0.047,0.0969,0.2543,5.4061,2.0605,0.5,0.0,0.0,0.0
table_006_08.obj,0,0,0.8155,0.184,0.0005,0.9648,0.0298,0.0054,0.0352,0.0054,177.6275,0.5518,0.0969,0.047,11.7283,2.0605,0.6372,0.0,0.0,0.0
table_006_09.obj,1,1,0.0607,0.8741,0.0652,0.8478,0.1232,0.029,0.1522,0.029,29.2255,0.047,0.0969,0.2543,5.4061,2.0605,0.5,0.0,0.0,0.0
table_006_10.obj,0,0,0.9936,0.0062,0.0002,0.9856,0.0072,0.0072,0.0144,0.0072,137.1405,0.0551,0.4494,0.0551,8.1558,1.0,0.0,0.0,0.0,0.0
table_006_11.obj,0,0,0.9936,0.0062,0.0002,0.9856,0.0072,0.0072,0.0144,0.0072,136.9082,0.0551,0.4494,0.0551,8.1558,1.0,0.0,0.0,0.0,0.0
table_006_12.obj,0,0,0.9936,0.0062,0.0002,0.9856,0.0072,0.0072,0.0144,0.0072,136.9082,0.0551,0.4494,0.0551,8.1558,1.0,0.0,0.0,0.0,0.0
table_006_13.obj,0,0,0.9936,0.0062,0.0002,0.9856,0.0072,0.0072,0.0144,0.0072,136.9079,0.0551,0.4494,0.0551,8.1557,1.0,0.0,0.0,0.0,0.0
table_006_14.obj,2,2,0.0214,0.0062,0.9724,0.7734,0.1133,0.1133,0.2266,0.1133,6.8277,0.0468,0.0676,0.0468,1.442,1.0,0.0097,0.0,0.0,0.0
table_006_15.obj,2,2,0.0214,0.0062,0.9724,0.7734,0.1133,0.1133,0.2266,0.1133,6.8277,0.0468,0.0676,0.0468,1.442,1.0,0.0097,0.0,0.0,0.0
table_006_16.obj,2,2,0.0214,0.0062,0.9724,0.7734,0.1133,0.1133,0.2266,0.1133,6.8277,0.0468,0.0676,0.0468,1.442,1.0,0.0097,0.0,0.0,0.0
table_006_17.obj,2,2,0.0214,0.0062,0.9724,0.7734,0.1133,0.1133,0.2266,0.1133,6.8277,0.0468,0.0676,0.0468,1.442,1.0,0.0097,0.0,0.0,0.0
table_007_01.obj,1,1,0.0379,0.9549,0.0072,0.7632,0.2367,0.0001,0.2368,0.0001,14937.0068,0.8059,0.0104,0.4519,77.4,43.4,0.4795,0.0,0.0,0.0
table_007_02.obj,2,2,0.0,0.0,1.0,0.3509,0.3345,0.3146,0.6491,0.3146,1.1155,0.026,0.0521,0.026,2.0,1.0,0.4537,0.0,0.0,0.0
table_007_03.obj,2,2,0.0,0.0,1.0,0.3509,0.3345,0.3146,0.6491,0.3146,1.1155,0.026,0.0521,0.026,2.0,1.0,0.4537,0.0,0.0,0.0
table_007_04.obj,2,2,0.0,0.0,1.0,0.3509,0.3345,0.3146,0.6491,0.3146,1.1155,0.026,0.0521,0.026,2.0,1.0,0.4537,0.0,0.0,0.0
table_007_05.obj,2,2,0.0,0.0,1.0,0.3509,0.3345,0.3146,0.6491,0.3146,1.1155,0.026,0.0521,0.026,2.0,1.0,0.4537,0.0,0.0,0.0
table_007_06.obj,0,0,0.9937,0.0062,0.0001,0.9962,0.0033,0.0005,0.0038,0.0005,1813.4711,0.0156,0.0372,0.3454,22.1167,2.3833,0.0002,0.0,0.0,0.0
table_007_07.obj,0,0,0.9802,0.0198,0.0001,0.9991,0.0008,0.0001,0.0009,0.0001,7443.3896,0.6998,0.0372,0.0156,44.8076,2.3833,0.5078,0.0,0.0,0.0
table_007_08.obj,0,0,0.9937,0.0062,0.0001,0.9962,0.0033,0.0005,0.0038,0.0005,1813.4849,0.0156,0.0372,0.3454,22.1166,2.3833,0.0,0.0,0.0,0.0
table_007_09.obj,0,0,0.9801,0.0198,0.0,0.9991,0.0008,0.0001,0.0009,0.0001,7443.3208,0.6998,0.0372,0.0156,44.8075,2.3833,0.5212,0.0,0.0,0.0
table_007_10.obj,0,0,0.9742,0.0158,0.0101,0.9388,0.0306,0.0306,0.0612,0.0306,30.7025,0.0248,0.3227,0.0248,13.0237,1.0,0.0,0.0,0.0,0.0
table_007_11.obj,0,0,0.9742,0.0158,0.0101,0.9388,0.0306,0.0306,0.0612,0.0306,30.7025,0.0248,0.3227,0.0248,13.0237,1.0,0.0,0.0,0.0,0.0
table_007_12.obj,0,0,0.9742,0.0158,0.0101,0.9388,0.0306,0.0306,0.0612,0.0306,30.7025,0.0248,0.3227,0.0248,13.0238,1.0,0.0,0.0,0.0,0.0
table_007_13.obj,0,0,0.9742,0.0158,0.0101,0.9388,0.0306,0.0306,0.0612,0.0306,30.7025,0.0248,0.3227,0.0248,13.0237,1.0,0.0,0.0,0.0,0.0
table_008_01.obj,1,1,0.0907,0.8991,0.0102,0.4996,0.4996,0.0007,0.5004,0.0007,693.9328,0.6782,0.0202,0.6782,33.6018,33.6017,0.0001,0.0,0.0,0.0
table_008_02.obj,1,0,0.0855,0.8945,0.02,0.6925,0.307,0.0005,0.3075,0.0005,1334.849,0.6982,0.5858,0.0202,34.5899,29.022,0.2634,0.0,0.0,0.0
table_008_03.obj,1,0,0.0894,0.8693,0.0413,0.6916,0.3079,0.0005,0.3084,0.0005,1333.2617,0.0202,0.5858,0.6982,34.5935,29.0249,0.0054,0.0,0.0,0.0
table_009_01.obj,1,1,0.041,0.9572,0.0017,0.5251,0.4747,0.0002,0.4749,0.0002,2213.7178,0.6339,0.014,0.6479,46.3053,45.3053,0.7392,0.0,0.0,0.0
table_009_02.obj,1,1,0.041,0.9572,0.0017,0.5251,0.4747,0.0002,0.4749,0.0002,2213.7217,0.6339,0.014,0.6479,46.3054,45.3054,0.7392,0.0,0.0,0.0
table_009_03.obj,1,1,0.0753,0.9203,0.0044,0.5226,0.4772,0.0002,0.4774,0.0002,2349.6514,0.6619,0.014,0.6619,47.3053,47.3053,0.4947,0.0,0.0,0.0
table_009_04.obj,1,1,0.0295,0.9617,0.0088,0.847,0.1526,0.0004,0.153,0.0004,2197.8577,0.014,0.277,0.6479,46.3053,19.7964,0.3807,0.0,0.0,0.0
table_009_05.obj,1,1,0.0252,0.9693,0.0055,0.847,0.1526,0.0004,0.153,0.0004,2197.8577,0.014,0.277,0.6479,46.3053,19.7964,0.4833,0.0,0.0,0.0
table_009_06.obj,1,1,0.0347,0.95,0.0153,0.8506,0.149,0.0004,0.1494,0.0004,2237.7583,0.6619,0.277,0.014,47.3053,19.7964,0.2506,0.0,0.0,0.0
table_009_07.obj,2,2,0.0005,0.0022,0.9973,0.465,0.3539,0.1812,0.535,0.1812,2.5666,0.0394,0.0371,0.0361,1.0905,1.0271,0.4183,0.0,0.0,0.0
table_009_08.obj,2,2,0.0,0.0001,0.9998,0.3783,0.3783,0.2434,0.6217,0.2434,1.5541,0.0423,0.0423,0.024,1.7629,1.7629,0.5001,0.0,0.0,0.0
table_009_09.obj,1,2,0.0072,0.5725,0.4203,0.4461,0.4461,0.1078,0.5539,0.1078,4.1376,0.0508,0.0508,0.0239,2.1262,2.1262,0.0199,0.0,0.0,0.0
table_009_10.obj,2,2,0.0005,0.0022,0.9973,0.465,0.3539,0.1812,0.535,0.1812,2.5667,0.0394,0.0371,0.0361,1.0905,1.0271,0.4183,0.0,0.0,0.0
table_009_11.obj,2,2,0.0,0.0001,0.9998,0.3783,0.3783,0.2434,0.6217,0.2434,1.5541,0.0423,0.0423,0.024,1.7629,1.7629,0.5001,0.0,0.0,0.0
table_009_12.obj,1,2,0.0072,0.5725,0.4203,0.4461,0.4461,0.1078,0.5539,0.1078,4.1376,0.0508,0.0508,0.0239,2.1262,2.1262,0.0199,0.0,0.0,0.0
table_009_13.obj,2,2,0.0004,0.0041,0.9955,0.465,0.3539,0.1812,0.535,0.1812,2.5667,0.0361,0.0371,0.0394,1.0905,1.0271,0.1472,0.0,0.0,0.0
table_009_14.obj,2,2,0.0,0.0001,0.9998,0.3783,0.3783,0.2434,0.6217,0.2434,1.5541,0.024,0.0423,0.0423,1.7629,1.7629,0.7045,0.0,0.0,0.0
table_009_15.obj,2,2,0.0117,0.288,0.7003,0.4461,0.4461,0.1078,0.5539,0.1078,4.1375,0.0239,0.0508,0.0508,2.1262,2.1262,0.659,0.0,0.0,0.0
table_009_16.obj,2,2,0.0004,0.0041,0.9955,0.465,0.3539,0.1812,0.535,0.1812,2.5667,0.0361,0.0371,0.0394,1.0905,1.0271,0.1472,0.0,0.0,0.0
table_009_17.obj,2,2,0.0,0.0001,0.9998,0.3783,0.3783,0.2434,0.6217,0.2434,1.5541,0.024,0.0423,0.0423,1.7629,1.7629,0.7045,0.0,0.0,0.0
table_009_18.obj,2,2,0.0117,0.288,0.7003,0.4461,0.4461,0.1078,0.5539,0.1078,4.1376,0.0239,0.0508,0.0508,2.1262,2.1262,0.659,0.0,0.0,0.0
table_010_01.obj,2,2,0.0022,0.0163,0.9815,0.5312,0.3268,0.142,0.4688,0.142,3.7404,0.6962,0.4094,0.5136,1.7006,1.2545,0.2464,0.0,0.0,0.0
table_010_02.obj,1,1,0.0,0.9999,0.0,0.8191,0.1809,0.0,0.1809,0.0,558767.1875,0.0686,0.0564,0.0,3429466.5,2818896.0,0.0658,0.0,0.0,0.0
table_010_03.obj,1,1,0.0,0.9999,0.0,0.8191,0.1809,0.0,0.1809,0.0,558768.125,0.0686,0.0564,0.0,3429466.5,2818896.0,0.0658,0.0,0.0,0.0
table_010_04.obj,1,1,0.0084,0.6601,0.3315,0.4562,0.4434,0.1004,0.5438,0.1004,4.5424,0.07,0.07,0.0234,2.9931,2.9931,0.0024,0.0,0.0,0.0
table_010_05.obj,1,1,0.0,0.9999,0.0,0.8191,0.1809,0.0,0.1809,0.0,558766.9375,0.0686,0.0564,0.0,3429409.25,2818896.0,0.066,0.0,0.0,0.0
table_010_06.obj,1,1,0.0,0.9999,0.0,0.8191,0.1809,0.0,0.1809,0.0,558767.875,0.0686,0.0564,0.0,3429409.25,2818896.0,0.066,0.0,0.0,0.0
table_010_07.obj,1,1,0.009,0.6591,0.332,0.4498,0.4498,0.1004,0.5502,0.1004,4.4793,0.07,0.07,0.0234,2.9931,2.993,0.069,0.0,0.0,0.0
table_010_08.obj,1,1,0.0,0.9999,0.0,0.8191,0.1809,0.0,0.1809,0.0,558767.875,0.0686,0.0564,0.0,3429409.25,2818896.0,0.066,0.0,0.0,0.0
table_010_09.obj,1,1,0.0,0.9999,0.0,0.8191,0.1809,0.0,0.1809,0.0,558767.4375,0.0686,0.0564,0.0,3429409.25,2818896.0,0.066,0.0,0.0,0.0
table_010_10.obj,1,1,0.0083,0.679,0.3127,0.4498,0.4498,0.1004,0.5502,0.1004,4.4791,0.07,0.07,0.0234,2.993,2.9929,0.001,0.0,0.0,0.0
table_010_11.obj,1,1,0.0,0.9999,0.0,0.8191,0.1809,0.0,0.1809,0.0,558770.375,0.0686,0.0564,0.0,3429467.25,2818896.0,0.0658,0.0,0.0,0.0
table_010_12.obj,1,1,0.0,0.9999,0.0,0.8191,0.1809,0.0,0.1809,0.0,558769.9375,0.0686,0.0564,0.0,3429467.25,2818896.0,0.0658,0.0,0.0,0.0
table_010_13.obj,1,1,0.0089,0.6633,0.3278,0.4498,0.4498,0.1004,0.5502,0.1004,4.4791,0.07,0.07,0.0234,2.993,2.993,0.0589,0.0,0.0,0.0
table_011_01.obj,1,1,0.0366,0.9545,0.009,0.7982,0.2016,0.0001,0.2018,0.0001,5445.8247,0.7828,0.0132,0.3947,59.4999,30.0,0.4133,0.0,0.0,0.0
table_011_02.obj,1,1,0.034,0.9532,0.0129,0.8238,0.1685,0.0076,0.1762,0.0076,107.7293,0.7433,0.0658,0.3552,11.3,5.4,0.4532,0.0,0.0,0.0
table_011_03.obj,1,0,0.0872,0.9021,0.0107,0.5771,0.4184,0.0045,0.4229,0.0045,128.0385,0.0224,0.0194,0.0013,16.9999,14.75,0.3938,0.0,0.0,0.0
table_011_04.obj,1,1,0.0878,0.8706,0.0415,0.6919,0.3075,0.0005,0.3081,0.0005,1298.8459,0.0224,0.0335,0.0007,50.9995,33.9996,0.0004,0.0,0.0,0.0
table_011_05.obj,2,2,0.0198,0.0036,0.9766,0.7576,0.1212,0.1212,0.2424,0.1212,6.25,0.0263,0.0658,0.0263,2.5,1.0,0.3143,0.0,0.0,0.0
table_011_06.obj,2,2,0.0583,0.0044,0.9374,0.7576,0.1212,0.1212,0.2424,0.1212,6.25,0.0263,0.0658,0.0263,2.5,1.0,0.7261,0.0,0.0,0.0
table_011_07.obj,2,2,0.0677,0.0047,0.9275,0.7576,0.1212,0.1212,0.2424,0.1212,6.25,0.0263,0.0658,0.0263,2.5,1.0,0.7679,0.0,0.0,0.0
table_011_08.obj,2,2,0.018,0.0037,0.9782,0.7576,0.1212,0.1212,0.2424,0.1212,6.25,0.0263,0.0658,0.0263,2.5,1.0,0.2619,0.0,0.0,0.0
table_011_09.obj,0,0,0.9922,0.0076,0.0002,0.9886,0.0071,0.0043,0.0114,0.0043,229.9877,0.0421,0.4078,0.0421,9.6817,1.0,0.0003,0.0,0.0,0.0
table_011_10.obj,0,0,0.9922,0.0076,0.0002,0.9886,0.0071,0.0043,0.0114,0.0043,229.9879,0.0421,0.4078,0.0421,9.6818,1.0,0.0003,0.0,0.0,0.0
table_011_11.obj,0,0,0.9922,0.0076,0.0002,0.9886,0.0071,0.0043,0.0114,0.0043,229.9863,0.0421,0.4078,0.0421,9.6818,1.0,0.0002,0.0,0.0,0.0
table_011_12.obj,0,0,0.9922,0.0076,0.0002,0.9886,0.0071,0.0043,0.0114,0.0043,229.9864,0.0421,0.4078,0.0421,9.6818,1.0,0.0002,0.0,0.0,0.0
table_012_01.obj,1,1,0.102,0.8883,0.0097,0.5044,0.4946,0.001,0.4956,0.001,499.3998,0.4683,0.041,0.4683,11.4286,11.4286,0.1466,0.0,0.0,0.0
table_012_02.obj,1,1,0.0541,0.9441,0.0018,0.9301,0.0693,0.0006,0.0699,0.0006,1637.5414,0.4098,0.1171,0.0176,23.3333,6.6667,0.4808,0.0,0.0,0.0
table_012_03.obj,1,1,0.1022,0.8773,0.0204,0.5905,0.4092,0.0003,0.4095,0.0003,2268.509,0.4098,0.466,0.0176,26.5333,23.3333,0.0201,0.0,0.0,0.0
table_012_04.obj,2,2,0.0005,0.0012,0.9983,0.5499,0.2664,0.1837,0.4501,0.1837,2.9939,0.4098,0.5854,0.3922,1.4925,1.0448,0.199,0.0,0.0,0.0
table_012_05.obj,2,2,0.0009,0.0421,0.9569,0.4269,0.4149,0.1582,0.5731,0.1582,2.6976,0.044,0.022,0.0259,2.0001,1.1758,0.0368,0.0,0.0,0.0
table_012_06.obj,2,2,0.0013,0.0158,0.9828,0.4269,0.4149,0.1582,0.5731,0.1582,2.6976,0.022,0.044,0.0259,1.9994,1.1754,0.4983,0.0,0.0,0.0
table_012_07.obj,1,1,0.1022,0.8882,0.0096,0.5051,0.4942,0.0007,0.4949,0.0007,756.9018,0.4496,0.0293,0.4496,15.36,15.36,0.1461,0.0,0.0,0.0
table_012_08.obj,1,2,0.0867,0.9003,0.013,0.497,0.497,0.006,0.503,0.006,83.2247,0.4683,0.0937,0.4683,5.0,5.0,0.0013,0.0,0.0,0.0
table_013_01.obj,1,1,0.0254,0.9692,0.0054,0.8376,0.1622,0.0002,0.1624,0.0002,3632.1057,0.7906,0.0132,0.3953,60.0001,30.0,0.4973,0.0,0.0,0.0
table_013_02.obj,1,1,0.0409,0.9572,0.0019,0.9226,0.0773,0.0001,0.0774,0.0001,7962.1362,0.7642,0.0132,0.2372,58.0001,18.0001,0.4967,0.0,0.0,0.0
table_013_03.obj,0,0,0.9952,0.0047,0.0001,0.9964,0.0018,0.0018,0.0036,0.0018,555.4869,0.0264,0.4414,0.1046,16.7501,3.9689,0.0,0.0,0.0,0.0
table_013_04.obj,0,0,0.9952,0.0047,0.0001,0.9964,0.0018,0.0018,0.0036,0.0018,555.4896,0.0264,0.4414,0.1046,16.7501,3.9689,0.0,0.0,0.0,0.0
table_013_05.obj,0,0,0.9952,0.0047,0.0001,0.9964,0.0018,0.0018,0.0036,0.0018,555.4871,0.0264,0.4414,0.1046,16.7501,3.9689,0.0,0.0,0.0,0.0
table_013_06.obj,0,0,0.9952,0.0047,0.0001,0.9964,0.0018,0.0018,0.0036,0.0018,555.4896,0.0264,0.4414,0.1046,16.7501,3.9689,0.0,0.0,0.0,0.0
table_014_01.obj,1,1,0.0259,0.9686,0.0055,0.8351,0.1648,0.0,0.1649,0.0,18312.8926,0.8331,0.0144,0.3735,58.0,26.0,0.4932,0.0,0.0,0.0
table_014_02.obj,0,0,0.8699,0.1297,0.0004,0.979,0.0203,0.0007,0.021,0.0007,1344.4014,0.3792,0.0546,0.0103,36.6666,5.2778,0.4556,0.0,0.0,0.0
table_014_03.obj,0,0,0.8699,0.1297,0.0004,0.979,0.0203,0.0007,0.021,0.0007,1344.4014,0.3792,0.0546,0.0103,36.6666,5.2778,0.4556,0.0,0.0,0.0
table_014_04.obj,1,1,0.0364,0.9278,0.0358,0.8408,0.1591,0.0002,0.1592,0.0002,5203.5059,0.1954,0.3562,0.0103,34.4444,18.8889,0.0,0.0,0.0,0.0
table_014_05.obj,1,1,0.0297,0.9641,0.0062,0.8083,0.1905,0.0012,0.1917,0.0012,650.3188,0.0103,0.4051,0.316,39.1666,30.5555,0.5065,0.0,0.0,0.0
table_014_06.obj,1,1,0.0297,0.9641,0.0062,0.8083,0.1905,0.0012,0.1917,0.0012,650.3188,0.0103,0.4051,0.316,39.1666,30.5555,0.5065,0.0,0.0,0.0
table_014_07.obj,1,1,0.0364,0.9278,0.0358,0.8408,0.1591,0.0002,0.1592,0.0002,5203.4668,0.1954,0.3562,0.0103,34.4444,18.8889,0.0,0.0,0.0,0.0
table_014_08.obj,1,1,0.0364,0.9278,0.0358,0.8408,0.1591,0.0002,0.1592,0.0002,5203.5059,0.1954,0.3562,0.0103,34.4444,18.8889,0.0,0.0,0.0,0.0
table_014_09.obj,1,1,0.0401,0.9466,0.0134,0.8083,0.1905,0.0012,0.1917,0.0012,650.3188,0.0103,0.4051,0.316,39.1666,30.5555,0.3426,0.0,0.0,0.0
table_014_10.obj,1,1,0.0387,0.9492,0.0122,0.8083,0.1905,0.0012,0.1917,0.0012,650.3188,0.0103,0.4051,0.316,39.1666,30.5555,0.362,0.0,0.0,0.0
table_014_11.obj,1,1,0.0364,0.9278,0.0358,0.8408,0.1591,0.0002,0.1592,0.0002,5203.4668,0.1954,0.3562,0.0103,34.4444,18.8889,0.0,0.0,0.0,0.0
table_014_12.obj,1,1,0.0373,0.9556,0.0071,0.7595,0.2397,0.0008,0.2405,0.0008,933.6121,0.1775,0.0103,0.316,30.5555,17.1666,0.496,0.0,0.0,0.0
table_014_13.obj,1,1,0.0102,0.9891,0.0007,0.7595,0.2397,0.0008,0.2405,0.0008,933.6121,0.1775,0.0103,0.316,30.5555,17.1666,0.9836,0.0,0.0,0.0
table_014_14.obj,1,2,0.0828,0.841,0.0762,0.7229,0.27,0.0072,0.2771,0.0072,100.8491,0.2155,0.046,0.3333,7.25,4.6875,0.0,0.0,0.0,0.0
table_014_15.obj,1,2,0.0828,0.841,0.0762,0.7229,0.27,0.0072,0.2771,0.0072,100.8491,0.2155,0.046,0.3333,7.25,4.6875,0.0,0.0,0.0,0.0
table_014_16.obj,2,2,0.0,0.0,1.0,0.375,0.3125,0.3125,0.625,0.3125,1.2001,0.0169,0.0169,0.0134,1.2617,1.26,0.4896,0.0,0.0,0.0
table_014_17.obj,2,2,0.0,0.0,1.0,0.375,0.3125,0.3125,0.625,0.3125,1.2001,0.0169,0.0169,0.0134,1.2617,1.26,0.4877,0.0,0.0,0.0
table_014_18.obj,2,2,0.0,0.0,1.0,0.375,0.3125,0.3125,0.625,0.3125,1.2001,0.0169,0.0169,0.0134,1.262,1.26,0.4888,0.0,0.0,0.0
cabinet_001_01.obj,1,1,0.0221,0.9769,0.001,0.8995,0.1,0.0006,0.1005,0.0006,1599.5033,0.3478,0.0087,0.116,39.9946,13.3333,0.7341,0.0,0.0,0.0
cabinet_001_02.obj,1,1,0.0221,0.9769,0.001,0.8995,0.1,0.0006,0.1005,0.0006,1599.5033,0.3478,0.0087,0.116,39.9946,13.3333,0.7341,0.0,0.0,0.0
cabinet_001_03.obj,1,1,0.0221,0.9769,0.001,0.8995,0.1,0.0006,0.1005,0.0006,1599.509,0.3478,0.0087,0.116,39.9947,13.3333,0.7341,0.0,0.0,0.0
cabinet_001_04.obj,1,1,0.0221,0.9769,0.001,0.8995,0.1,0.0006,0.1005,0.0006,1599.5082,0.3478,0.0087,0.116,39.9947,13.3333,0.7341,0.0,0.0,0.0
cabinet_001_05.obj,1,1,0.0221,0.9769,0.001,0.8995,0.1,0.0006,0.1005,0.0006,1599.509,0.3478,0.0087,0.116,39.9947,13.3333,0.7341,0.0,0.0,0.0
cabinet_001_06.obj,1,1,0.0221,0.9769,0.001,0.8995,0.1,0.0006,0.1005,0.0006,1599.5143,0.3478,0.0087,0.116,39.9948,13.3333,0.7341,0.0,0.0,0.0
cabinet_001_07.obj,1,1,0.0221,0.9769,0.001,0.8995,0.1,0.0006,0.1005,0.0006,1599.5143,0.3478,0.0087,0.116,39.9948,13.3333,0.7341,0.0,0.0,0.0
cabinet_001_08.obj,0,1,0.9131,0.0864,0.0005,0.9811,0.0188,0.0001,0.0189,0.0001,11243.3145,0.0087,0.9221,0.1275,106.0367,14.6666,0.2547,0.0,0.0,0.0
cabinet_001_09.obj,1,1,0.0118,0.9878,0.0004,0.8685,0.1315,0.0,0.1315,0.0,95062.1016,0.3478,0.8939,0.0029,308.3815,119.9838,0.9976,0.0,0.0,0.0
cabinet_001_10.obj,0,1,0.9131,0.0864,0.0005,0.9811,0.0188,0.0001,0.0189,0.0001,11243.3145,0.0087,0.9221,0.1275,106.0367,14.6666,0.2547,0.0,0.0,0.0
cabinet_001_11.obj,0,0,0.9732,0.0268,0.0,0.9929,0.0065,0.0006,0.0071,0.0006,1599.509,0.3478,0.0282,0.0087,39.9947,3.2426,0.7197,0.0,0.0,0.0
cabinet_001_12.obj,0,0,0.9732,0.0268,0.0,0.9929,0.0065,0.0006,0.0071,0.0006,1599.509,0.3478,0.0282,0.0087,39.9947,3.2426,0.7197,0.0,0.0,0.0
cabinet_002_01.obj,1,1,0.0137,0.9853,0.001,0.7091,0.2896,0.0012,0.2909,0.0012,581.6234,0.4047,0.0169,0.2678,24.0013,15.8808,0.945,0.0,0.0,0.0
cabinet_002_02.obj,1,1,0.0465,0.9454,0.0081,0.71,0.2893,0.0007,0.29,0.0007,981.6474,0.3805,0.0121,0.2428,31.3316,19.9988,0.4877,0.0,0.0,0.0
cabinet_002_03.obj,1,1,0.0465,0.9454,0.0081,0.71,0.2893,0.0007,0.29,0.0007,981.9252,0.3805,0.0121,0.2428,31.336,20.0017,0.4877,0.0,0.0,0.0
cabinet_002_04.obj,1,1,0.0529,0.9398,0.0073,0.6682,0.3311,0.0007,0.3318,0.0007,981.9269,0.3805,0.0121,0.2678,31.336,22.0574,0.4888,0.0,0.0,0.0
cabinet_002_05.obj,1,1,0.0137,0.9853,0.001,0.7091,0.2896,0.0012,0.2909,0.0012,581.5658,0.4047,0.0169,0.2678,24.0001,15.88,0.945,0.0,0.0,0.0
cabinet_002_06.obj,2,2,0.0332,0.1628,0.8039,0.7649,0.1705,0.0646,0.2351,0.0646,11.8454,0.4047,0.8636,0.2698,3.2006,1.5,0.0291,0.0,0.0,0.0
cabinet_003_01.obj,1,1,0.0221,0.9768,0.001,0.8995,0.1,0.0006,0.1005,0.0006,1599.5577,0.5613,0.014,0.1871,39.9948,13.3333,0.7341,0.0,0.0,0.0
cabinet_003_02.obj,1,1,0.0221,0.9768,0.001,0.8995,0.1,0.0006,0.1005,0.0006,1599.5577,0.5613,0.014,0.1871,39.9948,13.3333,0.7341,0.0,0.0,0.0
cabinet_003_03.obj,1,1,0.0221,0.9768,0.001,0.8995,0.1,0.0006,0.1005,0.0006,1599.5563,0.5613,0.014,0.1871,39.9948,13.3333,0.7341,0.0,0.0,0.0
cabinet_003_04.obj,1,1,0.0221,0.9768,0.001,0.8995,0.1,0.0006,0.1005,0.0006,1599.5577,0.5613,0.014,0.1871,39.9948,13.3333,0.7341,0.0,0.0,0.0
cabinet_003_05.obj,1,1,0.0683,0.9279,0.0039,0.9348,0.0649,0.0003,0.0652,0.0003,3098.7144,0.014,0.7812,0.2058,55.6665,14.6666,0.2665,0.0,0.0,0.0
cabinet_003_06.obj,1,1,0.0683,0.9279,0.0039,0.9348,0.0649,0.0003,0.0652,0.0003,3098.7144,0.014,0.7812,0.2058,55.6665,14.6666,0.2665,0.0,0.0,0.0
cabinet_003_07.obj,1,1,0.0144,0.9849,0.0008,0.6454,0.3545,0.0,0.3546,0.0,26205.3945,0.5613,0.7573,0.0047,161.8928,119.9842,0.9954,0.0,0.0,0.0
cabinet_003_08.obj,0,0,0.9733,0.0267,0.0,0.9929,0.0065,0.0006,0.0071,0.0006,1599.5563,0.5613,0.0455,0.014,39.9948,3.2426,0.7197,0.0,0.0,0.0
cabinet_003_09.obj,0,0,0.9733,0.0267,0.0,0.9929,0.0065,0.0006,0.0071,0.0006,1599.5563,0.5613,0.0455,0.014,39.9948,3.2426,0.7197,0.0,0.0,0.0
cabinet_004_01.obj,1,1,0.0275,0.9696,0.0029,0.6688,0.3294,0.0019,0.3312,0.0019,360.9951,0.3101,0.0163,0.2176,19.0,13.3333,0.7341,0.0,0.0,0.0
cabinet_004_02.obj,1,1,0.0275,0.9696,0.0029,0.6688,0.3294,0.0019,0.3312,0.0019,360.9958,0.3101,0.0163,0.2176,19.0,13.3333,0.7341,0.0,0.0,0.0
cabinet_004_03.obj,1,1,0.0275,0.9696,0.0029,0.6688,0.3294,0.0019,0.3312,0.0019,360.9954,0.3101,0.0163,0.2176,19.0,13.3333,0.7341,0.0,0.0,0.0
cabinet_004_04.obj,1,1,0.0275,0.9696,0.0029,0.6688,0.3294,0.0019,0.3312,0.0019,360.9951,0.3101,0.0163,0.2176,19.0,13.3333,0.7341,0.0,0.0,0.0
cabinet_004_05.obj,1,1,0.0684,0.9277,0.0039,0.9348,0.0649,0.0003,0.0652,0.0003,3098.7361,0.0163,0.9084,0.2393,55.6666,14.6667,0.2665,0.0,0.0,0.0
cabinet_004_06.obj,1,1,0.0177,0.9819,0.0003,0.8897,0.1103,0.0,0.1103,0.0,26206.418,0.3101,0.8807,0.0054,161.8928,56.9999,0.9954,0.0,0.0,0.0
